id,firstname,surname,motivation,year,category
644,Alexandr,Solzhenitsyn,"""for the ethical force with which he has pursued the indispensable traditions of Russian literature""",1970,literature
528,Norman,Borlaug,"""for having given a well-founded hope - the green revolution""",1970,peace
91,Hannes,Alfvén,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",1970,physics
92,Louis,Néel,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",1970,physics
394,Sir Bernard,Katz,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation""",1970,medicine
395,Ulf,von Euler,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation""",1970,medicine
396,Julius,Axelrod,"""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation""",1970,medicine
237,Derek,Barton,"""for their contributions to the development of the concept of conformation and its application in chemistry""",1969,chemistry
238,Odd,Hassel,"""for their contributions to the development of the concept of conformation and its application in chemistry""",1969,chemistry
677,Ragnar,Frisch,"""for having developed and applied dynamic models for the analysis of economic processes""",1969,economics
678,Jan,Tinbergen,"""for having developed and applied dynamic models for the analysis of economic processes""",1969,economics
643,Samuel,Beckett,"""for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",1969,literature
527,International Labour Organization,,"""for creating international legislation insuring certain norms for working conditions in every country""",1969,peace
90,Murray,Gell-Mann,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",1969,physics
391,Max,Delbrück,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",1969,medicine
392,Alfred D.,Hershey,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",1969,medicine
393,Salvador E.,Luria,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",1969,medicine
236,Lars,Onsager,"""for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes""",1968,chemistry
642,Yasunari,Kawabata,"""for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind""",1968,literature
526,René,Cassin,"""for his struggle to ensure the rights of man as stipulated in the UN Declaration""",1968,peace
89,Luis,Alvarez,"""for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",1968,physics
388,Robert W.,Holley,"""for their interpretation of the genetic code and its function in protein synthesis""",1968,medicine
389,H. Gobind,Khorana,"""for their interpretation of the genetic code and its function in protein synthesis""",1968,medicine
390,Marshall W.,Nirenberg,"""for their interpretation of the genetic code and its function in protein synthesis""",1968,medicine
233,Manfred,Eigen,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",1967,chemistry
234,Ronald G.W.,Norrish,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",1967,chemistry
235,George,Porter,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",1967,chemistry
641,Miguel Angel,Asturias,"""for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America""",1967,literature
88,Hans,Bethe,"""for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars""",1967,physics
385,Ragnar,Granit,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",1967,medicine
386,Keffer,Hartline,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",1967,medicine
387,George,Wald,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",1967,medicine
232,Robert S.,Mulliken,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",1966,chemistry
639,Shmuel,Agnon,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",1966,literature
640,Nelly,Sachs,"""for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength """,1966,literature
87,Alfred,Kastler,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",1966,physics
383,Peyton,Rous,"""for his discovery of tumour-inducing viruses""",1966,medicine
384,Charles B.,Huggins,"""for his discoveries concerning hormonal treatment of prostatic cancer""",1966,medicine
231,Robert B.,Woodward,"""for his outstanding achievements in the art of organic synthesis""",1965,chemistry
638,Mikhail,Sholokhov,"""for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people""",1965,literature
525,United Nations Children's Fund,,"""for its effort to enhance solidarity between nations and reduce the difference between rich and poor states""",1965,peace
84,Sin-Itiro,Tomonaga,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",1965,physics
85,Julian,Schwinger,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",1965,physics
86,Richard P.,Feynman,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",1965,physics
380,François,Jacob,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1965,medicine
381,André,Lwoff,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1965,medicine
382,Jacques,Monod,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1965,medicine
230,Dorothy Crowfoot,Hodgkin,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",1964,chemistry
637,Jean-Paul,Sartre,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",1964,literature
524,Martin Luther,King Jr.,"""for his non-violent struggle for civil rights for the Afro-American population""",1964,peace
81,Charles H.,Townes,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1964,physics
82,Nicolay G.,Basov,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1964,physics
83,Aleksandr M.,Prokhorov,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1964,physics
378,Konrad,Bloch,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1964,medicine
379,Feodor,Lynen,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1964,medicine
228,Karl,Ziegler,"""for their discoveries in the field of the chemistry and technology of high polymers""",1963,chemistry
229,Giulio,Natta,"""for their discoveries in the field of the chemistry and technology of high polymers""",1963,chemistry
635,Giorgos,Seferis,"""for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture""",1963,literature
482,International Committee of the Red Cross,,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",1963,peace
523,League of Red Cross Societies,,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",1963,peace
78,Eugene,Wigner,"""for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles""",1963,physics
79,Maria,Goeppert Mayer,"""for their discoveries concerning nuclear shell structure""",1963,physics
80,J. Hans D.,Jensen,"""for their discoveries concerning nuclear shell structure""",1963,physics
375,Sir John,Eccles,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1963,medicine
376,Alan,Hodgkin,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1963,medicine
377,Andrew,Huxley,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1963,medicine
226,Max F.,Perutz,"""for their studies of the structures of globular proteins""",1962,chemistry
227,John C.,Kendrew,"""for their studies of the structures of globular proteins""",1962,chemistry
634,John,Steinbeck,"""for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception""",1962,literature
217,Linus,Pauling,"""for his fight against the nuclear arms race between East and West""",1962,peace
77,Lev,Landau,"""for his pioneering theories for condensed matter, especially liquid helium""",1962,physics
372,Francis,Crick,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1962,medicine
373,James,Watson,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1962,medicine
374,Maurice,Wilkins,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1962,medicine
225,Melvin,Calvin,"""for his research on the carbon dioxide assimilation in plants""",1961,chemistry
633,Ivo,Andric,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",1961,literature
520,Dag,Hammarskjöld,"""for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter""",1961,peace
75,Robert,Hofstadter,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",1961,physics
76,Rudolf,Mössbauer,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",1961,physics
371,Georg,von Békésy,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",1961,medicine
224,Willard F.,Libby,"""for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science""",1960,chemistry
631,Saint-John,Perse,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",1960,literature
519,Albert,Luthuli,"""for his non-violent struggle against apartheid""",1960,peace
74,Donald A.,Glaser,"""for the invention of the bubble chamber""",1960,physics
369,Sir Frank Macfarlane,Burnet,"""for discovery of acquired immunological tolerance""",1960,medicine
370,Peter,Medawar,"""for discovery of acquired immunological tolerance""",1960,medicine
223,Jaroslav,Heyrovsky,"""for his discovery and development of the polarographic methods of analysis""",1959,chemistry
630,Salvatore,Quasimodo,"""for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times""",1959,literature
518,Philip,Noel-Baker,"""for his longstanding contribution to the cause of disarmament and peace""",1959,peace
72,Emilio,Segrè,"""for their discovery of the antiproton""",1959,physics
73,Owen,Chamberlain,"""for their discovery of the antiproton""",1959,physics
367,Severo,Ochoa,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1959,medicine
368,Arthur,Kornberg,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1959,medicine
222,Frederick,Sanger,"""for his work on the structure of proteins, especially that of insulin""",1958,chemistry
629,Boris,Pasternak,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",1958,literature
517,Georges,Pire,"""for his efforts to help refugees to leave their camps and return to a life of freedom and dignity""",1958,peace
70,Pavel A.,Cherenkov,"""for the discovery and the interpretation of the Cherenkov effect""",1958,physics
71,Igor Y.,Tamm,"""for the discovery and the interpretation of the Cherenkov effect""",1958,physics
721,Il´ja M.,Frank,"""for the discovery and the interpretation of the Cherenkov effect""",1958,physics
364,George,Beadle,"""for their discovery that genes act by regulating definite chemical events""",1958,medicine
365,Edward,Tatum,"""for their discovery that genes act by regulating definite chemical events""",1958,medicine
366,Joshua,Lederberg,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",1958,medicine
221,Lord,Todd,"""for his work on nucleotides and nucleotide co-enzymes""",1957,chemistry
628,Albert,Camus,"""for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",1957,literature
516,Lester Bowles,Pearson,"""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis""",1957,peace
68,Chen Ning,Yang,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",1957,physics
69,Tsung-Dao,Lee,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",1957,physics
363,Daniel,Bovet,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles""",1957,medicine
219,Sir Cyril,Hinshelwood,"""for their researches into the mechanism of chemical reactions""",1956,chemistry
220,Nikolay,Semenov,"""for their researches into the mechanism of chemical reactions""",1956,chemistry
627,Juan Ramón,Jiménez,"""for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity""",1956,literature
65,William B.,Shockley,"""for their researches on semiconductors and their discovery of the transistor effect""",1956,physics
66,John,Bardeen,"""for their researches on semiconductors and their discovery of the transistor effect""",1956,physics
67,Walter H.,Brattain,"""for their researches on semiconductors and their discovery of the transistor effect""",1956,physics
360,André F.,Cournand,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1956,medicine
361,Werner,Forssmann,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1956,medicine
362,Dickinson W.,Richards,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1956,medicine
218,Vincent,du Vigneaud,"""for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone""",1955,chemistry
626,Halldór,Laxness,"""for his vivid epic power which has renewed the great narrative art of Iceland""",1955,literature
63,Willis E.,Lamb,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",1955,physics
64,Polykarp,Kusch,"""for his precision determination of the magnetic moment of the electron""",1955,physics
359,Hugo,Theorell,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",1955,medicine
217,Linus,Pauling,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",1954,chemistry
625,Ernest,Hemingway,"""for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style""",1954,literature
515,Office of the United Nations High Commissioner for Refugees,,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",1954,peace
61,Max,Born,"""for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction""",1954,physics
62,Walther,Bothe,"""for the coincidence method and his discoveries made therewith""",1954,physics
356,John F.,Enders,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1954,medicine
357,Thomas H.,Weller,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1954,medicine
358,Frederick C.,Robbins,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1954,medicine
216,Hermann,Staudinger,"""for his discoveries in the field of macromolecular chemistry""",1953,chemistry
624,Winston,Churchill,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",1953,literature
514,George C.,Marshall,"""for proposing and supervising the plan for the economic recovery of Europe""",1953,peace
60,Frits,Zernike,"""for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope""",1953,physics
354,Hans,Krebs,"""for his discovery of the citric acid cycle""",1953,medicine
355,Fritz,Lipmann,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",1953,medicine
214,Archer J.P.,Martin,"""for their invention of partition chromatography""",1952,chemistry
215,Richard L.M.,Synge,"""for their invention of partition chromatography""",1952,chemistry
623,François,Mauriac,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",1952,literature
513,Albert,Schweitzer,"""for his altruism, reverence for life, and tireless humanitarian work  which has helped making the idea of brotherhood between men and nations a living one""",1952,peace
58,Felix,Bloch,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",1952,physics
59,E. M.,Purcell,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",1952,physics
353,Selman A.,Waksman,"""for his discovery of streptomycin, the first antibiotic effective against tuberculosis""",1952,medicine
212,Edwin M.,McMillan,"""for their discoveries in the chemistry of the transuranium elements""",1951,chemistry
213,Glenn T.,Seaborg,"""for their discoveries in the chemistry of the transuranium elements""",1951,chemistry
622,Pär,Lagerkvist,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",1951,literature
512,Léon,Jouhaux,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""",1951,peace
56,John,Cockcroft,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",1951,physics
57,Ernest T.S.,Walton,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",1951,physics
352,Max,Theiler,"""for his discoveries concerning yellow fever and how to combat it""",1951,medicine
210,Otto,Diels,"""for their discovery and development of the diene synthesis""",1950,chemistry
211,Kurt,Alder,"""for their discovery and development of the diene synthesis""",1950,chemistry
621,Bertrand,Russell,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",1950,literature
511,Ralph,Bunche,"""for his work as mediator in Palestine in 1948-1949""",1950,peace
55,Cecil,Powell,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",1950,physics
349,Edward C.,Kendall,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",1950,medicine
350,Tadeus,Reichstein,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",1950,medicine
351,Philip S.,Hench,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",1950,medicine
209,William F.,Giauque,"""for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures""",1949,chemistry
620,William,Faulkner,"""for his powerful and artistically unique contribution to the modern American novel""",1949,literature
510,John,Boyd Orr,"""for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war""",1949,peace
54,Hideki,Yukawa,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",1949,physics
347,Walter,Hess,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",1949,medicine
348,Egas,Moniz,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",1949,medicine
208,Arne,Tiselius,"""for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins""",1948,chemistry
619,T.S.,Eliot,"""for his outstanding, pioneer contribution to present-day poetry""",1948,literature
53,Patrick M.S.,Blackett,"""for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation""",1948,physics
346,Paul,Müller,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",1948,medicine
207,Sir Robert,Robinson,"""for his investigations on plant products of biological importance, especially the alkaloids""",1947,chemistry
618,André,Gide,"""for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",1947,literature
508,Friends Service Council,,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations""",1947,peace
509,American Friends Service Committee,,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations""",1947,peace
52,Edward V.,Appleton,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""",1947,physics
343,Carl,Cori,"""for their discovery of the course of the catalytic conversion of glycogen""",1947,medicine
344,Gerty,Cori,"""for their discovery of the course of the catalytic conversion of glycogen""",1947,medicine
345,Bernardo,Houssay,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",1947,medicine
204,James B.,Sumner,"""for his discovery that enzymes can be crystallized""",1946,chemistry
205,John H.,Northrop,"""for their preparation of enzymes and virus proteins in a pure form""",1946,chemistry
206,Wendell M.,Stanley,"""for their preparation of enzymes and virus proteins in a pure form""",1946,chemistry
617,Hermann,Hesse,"""for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style""",1946,literature
506,Emily Greene,Balch,"""for her lifelong work for the cause of peace""",1946,peace
507,John R.,Mott,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",1946,peace
51,Percy W.,Bridgman,"""for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics""",1946,physics
342,Hermann J.,Muller,"""for the discovery of the production of mutations by means of X-ray irradiation""",1946,medicine
203,Artturi,Virtanen,"""for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method""",1945,chemistry
615,Gabriela,Mistral,"""for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world""",1945,literature
505,Cordell,Hull,"""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations""",1945,peace
50,Wolfgang,Pauli,"""for the discovery of the Exclusion Principle, also called the Pauli Principle""",1945,physics
339,Sir Alexander,Fleming,"""for the discovery of penicillin and its curative effect in various infectious diseases""",1945,medicine
340,Ernst B.,Chain,"""for the discovery of penicillin and its curative effect in various infectious diseases""",1945,medicine
341,Sir Howard,Florey,"""for the discovery of penicillin and its curative effect in various infectious diseases""",1945,medicine
202,Otto,Hahn,"""for his discovery of the fission of heavy nuclei""",1944,chemistry
614,Johannes V.,Jensen,"""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style""",1944,literature
482,International Committee of the Red Cross,,"""for the great work it has performed during the war on behalf of humanity""",1944,peace
49,Isidor Isaac,Rabi,"""for his resonance method for recording the magnetic properties of atomic nuclei""",1944,physics
337,Joseph,Erlanger,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",1944,medicine
338,Herbert S.,Gasser,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",1944,medicine
201,George,de Hevesy,"""for his work on the use of isotopes as tracers in the study of chemical processes""",1943,chemistry
48,Otto,Stern,"""for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton""",1943,physics
335,Henrik,Dam,"""for his discovery of vitamin K""",1943,medicine
336,Edward A.,Doisy,"""for his discovery of the chemical nature of vitamin K""",1943,medicine
199,Adolf,Butenandt,"""for his work on sex hormones""",1939,chemistry
200,Leopold,Ruzicka,"""for his work on polymethylenes and higher terpenes""",1939,chemistry
613,Frans Eemil,Sillanpää,"""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature""",1939,literature
47,Ernest,Lawrence,"""for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements""",1939,physics
334,Gerhard,Domagk,"""for the discovery of the antibacterial effects of prontosil""",1939,medicine
198,Richard,Kuhn,"""for his work on carotenoids and vitamins""",1938,chemistry
610,Pearl,Buck,"""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces""",1938,literature
503,Nansen International Office for Refugees,,"""for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe""",1938,peace
46,Enrico,Fermi,"""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons""",1938,physics
333,Corneille,Heymans,"""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration""",1938,medicine
196,Norman,Haworth,"""for his investigations on carbohydrates and vitamin C""",1937,chemistry
197,Paul,Karrer,"""for his investigations on carotenoids, flavins and vitamins A and B2""",1937,chemistry
609,Roger,Martin du Gard,"""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>""",1937,literature
502,Robert,Cecil,"""for his tireless effort in support of the League of Nations, disarmament and peace""",1937,peace
44,Clinton,Davisson,"""for their experimental discovery of the diffraction of electrons by crystals""",1937,physics
45,George Paget,Thomson,"""for their experimental discovery of the diffraction of electrons by crystals""",1937,physics
332,Albert,Szent-Györgyi,"""for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid""",1937,medicine
195,Peter,Debye,"""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases""",1936,chemistry
608,Eugene,O'Neill,"""for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy""",1936,literature
501,Carlos,Saavedra Lamas,"""for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935""",1936,peace
42,Victor F.,Hess,"""for his discovery of cosmic radiation""",1936,physics
43,Carl D.,Anderson,"""for his discovery of the positron""",1936,physics
330,Sir Henry,Dale,"""for their discoveries relating to chemical transmission of nerve impulses""",1936,medicine
331,Otto,Loewi,"""for their discoveries relating to chemical transmission of nerve impulses""",1936,medicine
193,Frédéric,Joliot,"""in recognition of their synthesis of new radioactive elements""",1935,chemistry
194,Irène,Joliot-Curie,"""in recognition of their synthesis of new radioactive elements""",1935,chemistry
500,Carl,von Ossietzky,"""for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace""",1935,peace
41,James,Chadwick,"""for the discovery of the neutron""",1935,physics
329,Hans,Spemann,"""for his discovery of the organizer effect in embryonic development""",1935,medicine
192,Harold C.,Urey,"""for his discovery of heavy hydrogen""",1934,chemistry
607,Luigi,Pirandello,"""for his bold and ingenious revival of dramatic and scenic art""",1934,literature
499,Arthur,Henderson,"""for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34""",1934,peace
326,George H.,Whipple,"""for their discoveries concerning liver therapy in cases of anaemia""",1934,medicine
327,George R.,Minot,"""for their discoveries concerning liver therapy in cases of anaemia""",1934,medicine
328,William P.,Murphy,"""for their discoveries concerning liver therapy in cases of anaemia""",1934,medicine
606,Ivan,Bunin,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",1933,literature
498,Sir Norman,Angell,"""for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace""",1933,peace
39,Erwin,Schrödinger,"""for the discovery of new productive forms of atomic theory""",1933,physics
40,Paul A.M.,Dirac,"""for the discovery of new productive forms of atomic theory""",1933,physics
325,Thomas H.,Morgan,"""for his discoveries concerning the role played by the chromosome in heredity""",1933,medicine
191,Irving,Langmuir,"""for his discoveries and investigations in surface chemistry""",1932,chemistry
605,John,Galsworthy,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",1932,literature
38,Werner,Heisenberg,"""for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen""",1932,physics
323,Sir Charles,Sherrington,"""for their discoveries regarding the functions of neurons""",1932,medicine
324,Edgar,Adrian,"""for their discoveries regarding the functions of neurons""",1932,medicine
189,Carl,Bosch,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",1931,chemistry
190,Friedrich,Bergius,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",1931,chemistry
604,Erik Axel,Karlfeldt,"""The poetry of Erik Axel Karlfeldt""",1931,literature
496,Jane,Addams,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",1931,peace
497,Nicholas Murray,Butler,"""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind""",1931,peace
322,Otto,Warburg,"""for his discovery of the nature and mode of action of the respiratory enzyme""",1931,medicine
188,Hans,Fischer,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",1930,chemistry
603,Sinclair,Lewis,"""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",1930,literature
495,Nathan,Söderblom,"""for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'""",1930,peace
37,Sir Chandrasekhara Venkata,Raman,"""for his work on the scattering of light and for the discovery of the effect named after him""",1930,physics
321,Karl,Landsteiner,"""for his discovery of human blood groups""",1930,medicine
186,Arthur,Harden,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1929,chemistry
187,Hans,von Euler-Chelpin,"""for their investigations on the fermentation of sugar and fermentative enzymes""",1929,chemistry
602,Thomas,Mann,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",1929,literature
494,Frank B.,Kellogg,"""for his crucial role in bringing about the Briand-Kellogg Pact""",1929,peace
36,Louis,de Broglie,"""for his discovery of the wave nature of electrons""",1929,physics
319,Christiaan,Eijkman,"""for his discovery of the antineuritic vitamin""",1929,medicine
320,Sir Frederick,Hopkins,"""for his discovery of the growth-stimulating vitamins""",1929,medicine
185,Adolf,Windaus,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",1928,chemistry
601,Sigrid,Undset,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1928,literature
35,Owen Willans,Richardson,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",1928,physics
318,Charles,Nicolle,"""for his work on typhus""",1928,medicine
184,Heinrich,Wieland,"""for his investigations of the constitution of the bile acids and related substances""",1927,chemistry
